0.5322,2.4880,-0.8776,0.8108,3.01,1.81,-0.33028,0.056503955,0.30108,0.054294538,0.585323,-0.156645,0.430931
0.4750,2.4850,-0.7059,0.8176	,1.91,0.79,-0.23751,0.062331348,0.12885,0.061862561,0.575787,-0.341575,0.317402
0.4616,2.4840,-0.5079,0.8190,1.16,0.55,-0.07717,0.098678737,0.03099,0.099874424,0.573794,-0.086116,0.266529
0.4507,2.4860,-0.3032,0.8195,1.59,0.59,-0.64665,0.187581599,0.29368,0.182317412,0.573079,-0.960833,0.855548
0.4637,2.4790,-0.0993,0.8205,2.08,0.75,-0.09188,0.136064427,0.43949,0.129354407,0.571647,1.197928,0.952684
0.5151,2.4840,0.1125,0.8138,3.39,0.99,-0.1382,0.067190007,0.2885,0.065357917,0.581145,0.814676,0.658543
0.5181,2.4850,0.3143,0.8131,8.34,1.52,0.12429,0.038096999,0.30628,0.037119899,0.582124,5.880245,2.000478
0.5170,2.4900,0.5119,0.8116,21.77,3.18,0.12552,0.029664351,0.38322,0.029475218,0.584214,18.112870,4.281641
0.5201,2.4960,0.7070,0.8090,50.90,7.33,0.20377,0.022791191,0.37348,0.022649724,0.587809,49.150936,10.535343
0.5535,2.5020,0.8585,0.8034,101.30,13.26,0.27755,0.025141333,0.36308,0.02489508,0.595440,105.760327,22.816157


