0.6420,1.9540,-0.8450,0.9324,21.39,6.42,-0.19424,0.034514781,0.27519,0.034129057,0.361428,4.522009,3.453583
0.5777,1.9480,-0.7015,0.9367,20.11,5.66,-0.11899,0.028096082,0.27844,0.027606899,0.350133,8.821067,3.753120
0.5706,1.9460,-0.5020,0.9374,19.00,5.43,-0.02071,0.034481137,0.25157,0.033955412,0.348255,11.687016,4.164402
0.5826,1.9460,-0.3000,0.9367,22.14,5.27,0.09372,0.041285293,0.24296,0.040546986,0.350133,19.770033,5.539699
0.5974,1.9470,-0.1002,0.9357,30.49,5.88,0.10972,0.041174552,0.16894,0.040665939,0.352797,22.345120,5.997401
0.6053,1.9480,0.0995,0.9352,42.04,7.19,0.0382,0.036986085,0.23921,0.036792778,0.354120,30.778942,7.329639
0.6324,1.9490,0.2979,0.9354,56.44,9.25,0.08332,0.030497752,0.2564,0.030315193,0.353591,50.690281,9.727632
0.6875,1.9510,0.4979,0.9300,75.68,11.98,0.06921,0.025480026,0.25888,0.025524939,0.367560,62.617024,10.735851
0.8103,1.9510,0.6937,0.9228,103.94,16.69,0.19932,0.024332209,0.30936,0.024574029,0.385279,127.711649,20.206822
1.1430,1.9490,0.8767,0.9031,139.31,21.72,0.27592,0.030245334,0.32738,0.030703122,0.429430,194.534502,33.734378



