0.5671,2.1490,-0.8659,0.9033,8.41,2.60,-0.24534,0.055398462,0.29081,0.05482928,0.429009,0.824590,1.466605
0.5453,2.1480,-0.7077,0.9050,7.57,1.51,-0.2263,0.057469673,0.22481,0.056593456,0.425412,-0.025568,1.384090
0.5306,2.1470,-0.5011,0.9060,7.02,1.78,-0.22004,0.07189827,0.15429,0.070603462,0.423278,-1.073367,1.669681
0.5337,2.1460,-0.2953,0.9061,8.59,2.42,0.19374,0.07139535,0.17812,0.069216947,0.423064,6.776848,2.518656
0.5372,2.1460,-0.0945,0.9058,14.14,3.12,0.14877,0.055802143,0.14114,0.054865673,0.423706,9.558615,3.065810
0.5439,2.1470,0.1034,0.9051,20.30,4.07,0.10934,0.042611155,0.26158,0.042192802,0.425199,17.167739,3.905663
0.5559,2.1480,0.3034,0.9041,29.35,5.75,0.117,0.032176366,0.22374,0.031602725,0.427321,22.422509,4.601492
0.5708,2.1500,0.5034,0.9026,46.70,8.69,0.16171,0.025426555,0.25891,0.024943717,0.430480,43.451430,7.467188
0.6212,2.1520,0.6950,0.8988,76.75,13.61,0.14372,0.023573396,0.25678,0.023442323,0.438359,67.800832,11.550481
0.8604,2.1520,0.8614,0.8813,115.75,18.84,0.26962,0.032416925,0.30309,0.032905837,0.472557,142.596678,24.778966 

